surface_habitable_logement,annee_construction,periode_construction,type_batiment,type_energie_principale_chauffage,type_generateur_chauffage_principal,emission_ges_chauffage,emission_ges_ecs,emission_ges_eclairage,emission_ges_5_usages,emission_ges_5_usages_par_m2,etiquette_ges,code_postal_ban,nom_commune_ban
72.0,1948.0,1948-1974,appartement,Électricité,Plancher ou plafond rayonnant électrique avec régulation terminale,557.9,136.7,9.4,745.6,10.0,B,59000.0,Lille
68.7,2013.0,2013-2021,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,917.9,379.4,9.0,1328.6,19.0,C,59118.0,Wambrechies
131.8,,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,6634.8,475.3,17.2,7146.4,54.0,E,59540.0,Caudry
72.7,1900.0,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",978.7,123.7,9.3,1111.6,15.2,C,38300.0,Bourgoin-Jallieu
21.9,1947.0,avant 1948,appartement,Électricité,PAC air/air installée à partir de 2015,5.4,80.7,2.9,91.1,4.0,A,83100.0,Toulon
75.0,1930.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1108.9,470.1,10.2,1599.5,21.0,C,31200.0,Toulouse
42.7,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",756.1,95.7,5.6,857.4,20.0,C,6300.0,Nice
73.0,1954.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation après 2015,3304.7,499.1,9.5,3796.0,52.0,E,62218.0,LOISON-SOUS-LENS
41.2,2006.0,2006-2012,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",132.9,105.8,5.3,257.2,6.0,B,69007.0,Lyon
81.9,,1978-1982,appartement,Électricité,PAC air/air installée avant 2008,205.4,128.5,10.7,409.3,5.0,A,20200.0,Ville-di-Pietrabugno
100.5,1935.0,avant 1948,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,22.8,1.6,0.1,6733.5,67.0,E,76610.0,Le Havre
36.0,,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",148.5,95.8,4.9,255.9,7.0,B,48200.0,Saint-Chély-d'Apcher
88.0,1982.0,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2132.1,1214.4,3.3,3050.9,34.7,D,95370.0,Montigny-lès-Cormeilles
56.0,1983.0,1983-1988,appartement,Gaz naturel,Chaudière gaz classique 1981-1985,1294.4,642.5,7.6,1979.0,35.0,D,33000.0,Bordeaux
61.0,,2013-2021,appartement,Réseau de Chauffage urbain,Chaudière(s) gaz multi bâtiment modélisée comme un réseau de chaleur,152.4,194.9,8.0,376.2,6.0,B,92120.0,Montrouge
49.2,1949.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,788.3,116.2,6.4,938.0,19.0,C,94200.0,Ivry-sur-Seine
78.0,1959.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,3322.5,432.2,10.0,3785.3,48.0,D,50000.0,Saint-Lô
98.2,1983.0,1983-1988,maison,Fioul domestique,Chaudière fioul standard 1991-2015,10.2,1.7,0.1,2603.2,26.5,C,89800.0,Chablis
47.4,1950.0,1948-1974,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,1223.7,336.0,6.3,1614.5,34.0,D,86000.0,Poitiers
93.6,,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1453.0,135.5,11.8,1600.3,17.0,C,51700.0,Passy-Grigny
48.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3028.6,102.6,6.0,3148.7,65.0,E,88200.0,Saint-Étienne-lès-Remiremont
61.0,,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",472.6,107.9,7.7,607.7,9.0,B,45500.0,Autry-le-Châtel
41.9,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,599.3,95.1,5.5,708.2,16.0,C,13007.0,Marseille
48.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,761.3,567.5,1.8,1192.6,24.8,C,93100.0,Montreuil
54.0,,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,813.1,419.1,6.8,1269.0,23.0,C,68125.0,Houssen
41.0,1980.0,1978-1982,appartement,Électricité,Plancher ou plafond rayonnant électrique sans régulation terminale,278.6,192.5,5.3,497.6,12.0,C,73260.0,Les Avanchers-Valmorel
24.0,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",247.8,67.8,3.1,318.7,13.0,C,75001.0,Paris
99.7,1900.0,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,6855.8,356.3,13.3,7251.4,72.7,F,37600.0,Loches
120.0,1947.0,avant 1948,maison,Gaz naturel,Chaudière gaz basse température 1991-2000,4328.7,781.1,15.1,5141.4,42.0,D,51200.0,Épernay
45.1,1947.0,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",201.3,101.2,5.9,325.2,7.0,B,22200.0,Guingamp
32.8,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1974.0,235.4,4.3,2225.7,67.0,E,78270.0,Bonnières-sur-Seine
108.8,2006.0,2006-2012,maison,Électricité,"radiateur électrique NFC, NF** et NF***",553.2,157.5,13.7,752.4,6.0,B,45300.0,Rouvres-Saint-Jean
23.3,2011.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1.6,4.3,0.1,116.3,5.0,A,34070.0,Montpellier
68.0,1947.0,avant 1948,appartement,Électricité,Autres émetteurs à effet joule,482.5,135.9,9.3,680.4,10.0,B,81600.0,Aussac
136.0,,1948-1974,maison,Électricité,PAC air/air installée à partir de 2015,273.1,132.5,17.8,435.5,3.0,A,83790.0,Pignans
55.0,1932.0,avant 1948,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,1152.7,4.2,7.2,1181.4,21.0,C,94400.0,Vitry-sur-Seine
122.0,,avant 1948,maison,Bois – Bûches,Poêle bûche installé entre 1990 et 2004,1671.2,136.7,15.7,1823.5,14.0,C,38570.0,Theys
36.4,1950.0,1948-1974,appartement,Électricité,Plancher ou plafond rayonnant électrique avec régulation terminale,221.0,99.3,4.7,339.2,9.0,B,56100.0,Lorient
40.1,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1945.5,392.8,5.2,2378.8,59.0,E,94140.0,Alfortville
50.5,1993.0,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1144.7,1521.2,1.9,2264.2,44.8,D,77400.0,Thorigny-sur-Marne
63.4,1972.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,3991.3,381.1,8.1,4393.3,69.0,E,71600.0,Paray-le-Monial
34.7,1985.0,1983-1988,appartement,Électricité,Autres émetteurs à effet joule,239.3,103.6,4.4,362.0,10.4,B,74420.0,Habère-Poche
132.5,1978.0,1978-1982,maison,Bois – Bûches,insert installé avant 1990,1507.7,160.9,16.7,1714.2,12.0,C,1800.0,Saint-Jean-de-Niost
46.2,2012.0,2013-2021,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",96.8,116.3,5.9,233.8,5.0,A,87350.0,Panazol
83.0,1984.0,1983-1988,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",616.7,150.5,1.7,769.2,9.2,B,51380.0,Verzy
280.5,1974.0,1948-1974,maison,Fioul domestique,Chaudière fioul à condensation 1996-2015,11728.6,1245.1,35.2,13031.2,46.0,D,57160.0,Scy-Chazelles
220.0,1997.0,1989-2000,maison,Électricité,Chaudière électrique,3510.0,153.9,30.0,3726.8,16.9,C,31400.0,Toulouse
81.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,264.3,131.9,3.1,407.1,5.0,A,94320.0,Thiais
83.7,,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,6127.4,1057.1,10.9,7229.0,86.0,F,61800.0,Tinchebray-Bocage
142.0,1957.0,1948-1974,maison,Fioul domestique,Chaudière fioul standard 1991-2015,10002.6,693.8,19.3,10732.2,75.0,F,81310.0,Lisle-sur-Tarn
84.3,2006.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",285.1,154.2,11.0,482.9,5.0,A,78200.0,Mantes-la-Jolie
31.7,1989.0,1989-2000,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",214.4,94.3,4.3,313.0,9.0,B,33680.0,Lacanau
100.0,1947.0,avant 1948,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",476.1,112.3,13.1,601.4,6.0,B,83700.0,Saint-Raphaël
208.1,1965.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,9264.8,977.5,26.7,10319.6,49.0,D,39000.0,Lons-le-Saunier
48.0,1954.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,2173.6,399.9,6.4,2591.0,53.9,E,37000.0,Tours
18.0,1993.0,1989-2000,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",33.6,86.9,2.3,129.7,7.0,A,67400.0,Illkirch-Graffenstaden
86.1,2013.0,2013-2021,maison,Gaz naturel,Chaudière gaz à condensation après 2015,495.7,162.4,11.7,688.3,7.0,B,33800.0,Bordeaux
26.0,2011.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",35.3,85.7,3.5,132.8,5.0,A,36320.0,Villedieu-sur-Indre
47.7,1994.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",232.3,116.9,6.2,375.7,7.0,B,60100.0,Creil
30.2,1960.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",3.7,3.5,0.1,213.9,7.0,B,83110.0,Sanary-sur-Mer
39.1,1990.0,1989-2000,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",91.2,102.1,5.2,213.6,5.0,A,44350.0,Guérande
87.0,1964.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,2159.2,446.0,11.3,2610.0,30.0,D,50110.0,Cherbourg-en-Cotentin
105.0,,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",1854.4,143.1,13.5,2011.0,19.0,C,63260.0,Saint-Agoulin
160.0,,1948-1974,maison,Fioul domestique,Chaudière fioul à condensation 1996-2015,1734.2,129.6,20.9,1926.1,12.0,C,13720.0,La Bouilladisse
205.0,1974.0,1948-1974,maison,Gaz naturel,Chaudière gaz basse température 2001-2015,2806.9,618.8,26.7,3489.5,17.0,C,35310.0,Mordelles
46.0,1967.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 1986-2000,859.6,974.3,5.9,1862.7,40.0,D,50000.0,Saint-Lô
40.0,,avant 1948,appartement,Électricité,"radiateur électrique NFC, NF** et NF***",118.1,105.0,5.2,241.9,6.0,B,78270.0,Bonnières-sur-Seine
83.0,1970.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,524.7,562.5,10.4,13.9,13.8,C,59370.0,Mons-en-Barœul
68.0,,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,449.9,159.3,9.1,656.3,9.0,B,37700.0,Saint-Pierre-des-Corps
81.9,,avant 1948,maison,Électricité,Radiateur électrique à accumulation,1329.4,145.4,10.5,1485.4,18.0,C,19390.0,Beaumont
88.6,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,332.2,192.8,11.5,564.9,6.0,B,28410.0,Abondant
86.0,1969.0,1948-1974,appartement,Réseau de Chauffage urbain,Réseau de chaleur non isolé,510.1,455.6,3.3,866.8,10.0,B,94240.0,L'Haÿ-les-Roses
57.5,1965.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,732.8,417.7,2.2,1043.5,18.1,C,66000.0,Perpignan
119.1,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,11119.0,636.8,16.2,11785.8,98.0,F,7220.0,Viviers
25.5,1981.0,1978-1982,appartement,Électricité,Radiateur électrique à accumulation,125.3,68.1,3.3,201.5,7.0,B,83630.0,Les Salles-sur-Verdon
67.0,2012.0,2006-2012,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,1757.6,442.1,8.6,33.6,33.5,D,63122.0,Ceyrat
36.0,1973.0,1948-1974,appartement,Électricité,Radiateur électrique à accumulation,50.3,81.3,4.6,142.0,3.0,A,38090.0,Villefontaine
39.4,2005.0,2001-2005,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",2.7,3.2,0.1,231.3,5.8,A,69003.0,Lyon
50.4,,1989-2000,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,527.6,365.5,6.5,931.4,18.0,C,42300.0,Roanne
76.3,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,18.0,2.6,0.1,4523.8,59.2,E,57185.0,Clouange
19.3,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",44.8,63.7,2.6,114.1,5.0,A,31000.0,Toulouse
20.5,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,934.3,317.4,2.6,1273.3,62.0,E,73000.0,Barberaz
34.0,2020.0,2013-2021,appartement,Électricité,Radiateur électrique à accumulation,108.4,85.7,4.4,204.8,6.0,A,80120.0,Fort-Mahon-Plage
51.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,1059.0,503.2,1.9,1430.1,28.0,C,91160.0,Longjumeau
78.6,1947.0,avant 1948,maison,Bois – Bûches,Chaudière bois granulés 2004-2012,640.9,126.3,10.5,801.2,10.0,B,72220.0,Saint-Ouen-en-Belin
69.1,1947.0,avant 1948,maison,GPL,Chaudière gpl/propane/butane à condensation après 2015,2157.0,425.8,9.0,2641.3,38.0,D,56930.0,Pluméliau-Bieuzy
60.4,1960.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1808.0,126.6,8.0,1953.6,32.3,D,44100.0,Nantes
67.9,,1978-1982,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,2816.0,493.6,8.9,3358.8,49.0,D,77100.0,Meaux
80.0,1983.0,1983-1988,appartement,Bois – Granulés (pellets) ou briquettes,Chaudière bois plaquette 2013-2017,751.7,83.6,3.0,834.7,10.4,B,28110.0,Lucé
62.0,,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1404.5,1086.5,7.8,2503.2,40.0,D,88340.0,Le Val-d'Ajol
47.5,,2013-2021,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,356.9,21.1,6.3,395.0,8.0,B,36000.0,Châteauroux
38.0,1978.0,1978-1982,appartement,Réseau de Chauffage urbain,Réseau de chaleur isolé,475.1,593.0,5.0,1082.3,28.0,C,59650.0,Villeneuve-d'Ascq
146.1,1949.0,avant 1948,maison,Gaz naturel,Chaudière gaz basse température après 2015,19.9,1.6,0.1,9041.5,61.8,E,57420.0,Coin-lès-Cuvry
79.0,1948.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",7.4,1.9,0.1,571.2,7.2,B,42230.0,Roche-la-Molière
185.0,2000.0,1989-2000,maison,Fioul domestique,Chaudière fioul standard 1991-2015,6271.5,937.2,24.1,7289.0,39.3,D,60520.0,Thiers-sur-Thève
37.1,2010.0,2006-2012,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,560.4,1164.7,4.9,1750.2,47.2,D,6200.0,Nice
115.5,1948.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1801.1,127.0,15.4,1943.0,16.8,C,33000.0,Bordeaux
69.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,1759.5,358.7,2.6,2039.4,29.5,C,13200.0,Arles
40.0,1948.0,1948-1974,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",628.9,114.7,5.2,748.7,18.0,C,2300.0,Sinceny
100.0,1947.0,avant 1948,maison,Électricité,PAC air/eau installée après 2017,559.2,29.1,12.6,629.1,6.0,B,14610.0,Anisy
76.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,1782.2,213.4,2.0,1961.3,25.8,C,91700.0,Sainte-Geneviève-des-Bois
54.0,1961.0,1948-1974,appartement,Réseau de Chauffage urbain,réseau de chaleur non répertorié ou inconnu,699.2,705.5,2.0,1219.8,22.6,C,93160.0,Noisy-le-Grand
82.0,1983.0,1983-1988,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,563.4,387.5,10.9,1000.4,12.0,C,72100.0,Le Mans
130.2,1978.0,1978-1982,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,3676.7,431.2,17.0,4137.1,31.0,D,13130.0,Berre-l'Étang
189.5,2001.0,2001-2005,maison,Gaz naturel,Chaudière gaz à condensation après 2015,2949.2,181.8,24.3,3209.5,16.0,C,38340.0,Voreppe
100.0,1947.0,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,5583.0,129.6,13.1,5736.2,57.0,E,30140.0,Boisset-et-Gaujac
102.0,,2013-2021,maison,Bois – Bûches,PAC air/air installée à partir de 2015,149.8,31.9,13.9,235.2,2.0,A,84200.0,Carpentras
66.0,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,10.7,6.2,0.1,3168.0,48.0,D,94170.0,Le Perreux-sur-Marne
54.1,1949.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température après 2015,1626.6,491.4,7.2,2136.1,39.5,D,49100.0,Angers
192.0,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz à condensation 2001-2015,13.9,1.7,0.1,8672.3,45.1,D,59112.0,Annœullin
68.0,,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",204.6,144.3,8.5,6.3,6.2,B,67270.0,Hochfelden
24.3,1969.0,1948-1974,appartement,Électricité,Autres émetteurs à effet joule,149.3,86.0,3.3,248.9,10.2,B,33170.0,Gradignan
81.0,1900.0,avant 1948,appartement,Bois – Granulés (pellets) ou briquettes,Chaudière fioul classique avant 1970,195.8,127.9,10.2,355.6,4.3,A,67520.0,Nordheim
79.8,1997.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",215.0,135.2,10.4,395.0,4.9,A,20090.0,Ajaccio
34.7,1930.0,avant 1948,appartement,Fioul domestique,Chaudière fioul standard 1991-2015,2300.5,81.4,4.5,2404.4,69.3,E,92220.0,Bagneux
67.4,1948.0,1948-1974,appartement,Électricité,PAC air/air installée avant 2008,384.9,431.6,8.8,830.6,12.0,C,13010.0,Marseille
104.4,1970.0,1948-1974,appartement,Fioul domestique,Chaudière fioul basse température 1991-2015,7815.6,796.6,13.6,8644.4,82.0,F,92300.0,Levallois-Perret
62.0,1977.0,1975-1977,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,2261.4,858.0,2.3,2907.5,46.8,D,28110.0,Lucé
40.0,1949.0,1948-1974,appartement,Électricité,Chaudière gaz à condensation 2001-2015,11.1,3.2,0.1,1640.0,41.0,D,63100.0,Clermont-Ferrand
37.1,,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",52.6,96.9,5.1,166.5,4.0,A,31140.0,Aucamville
52.0,,1975-1977,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,1224.4,245.7,6.7,1518.0,29.0,C,21600.0,Longvic
68.0,1948.0,1948-1974,maison,Gaz naturel,Chaudière gaz standard 1991-2000,3039.1,124.4,8.9,3221.6,47.0,D,61000.0,Alençon
35.8,1974.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,589.6,979.1,4.7,1597.0,44.0,D,93340.0,Le Raincy
35.1,1900.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",145.7,95.0,4.8,259.0,7.3,B,7100.0,Annonay
140.0,1949.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,3486.9,424.3,19.1,3941.0,28.1,C,31000.0,Toulouse
167.2,1947.0,avant 1948,maison,Électricité,PAC air/air installée à partir de 2015,355.7,189.8,21.9,584.1,3.0,A,30640.0,Beauvoisin
358.5,,avant 1948,maison,Fioul domestique,Chaudière fioul standard 1991-2015,17439.5,285.7,48.8,17802.0,49.0,D,33690.0,Grignols
52.9,1965.0,1948-1974,appartement,Fioul domestique,Chaudière fioul classique avant 1970,2575.1,1091.6,6.8,3694.5,69.0,E,3200.0,Vichy
54.2,,2001-2005,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",212.3,135.0,6.8,371.5,6.0,B,58660.0,Coulanges-lès-Nevers
63.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation après 2015,869.6,711.1,2.4,1397.5,22.1,C,78560.0,Le Port-Marly
73.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2624.2,557.0,2.8,3034.8,41.5,D,13600.0,La Ciotat
15.7,1947.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",67.2,74.1,2.1,143.5,9.0,B,31300.0,Toulouse
46.5,1989.0,1989-2000,appartement,Électricité,PAC air/air installée avant 2008,105.2,93.2,6.1,240.8,5.0,A,34300.0,Agde
74.6,1976.0,1975-1977,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",543.8,127.7,9.7,717.7,9.0,B,91650.0,Saint-Yon
56.3,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,1682.8,116.4,7.5,1817.9,32.0,D,18000.0,Bourges
150.3,1948.0,avant 1948,maison,Bois – Bûches,Chaudière fioul basse température 1991-2015,24.5,1.2,0.1,4808.6,32.0,D,2260.0,La Flamengrie
100.0,1970.0,1948-1974,maison,Bois – Bûches,Poêle bûche installé avant 1990,970.5,147.4,12.8,1136.0,11.3,C,74170.0,Saint-Gervais-les-Bains
139.5,1985.0,1983-1988,maison,Bois – Bûches,Chaudière bois bûche 2004-2012,3758.4,1436.9,17.9,5274.5,37.8,D,43550.0,Saint-Front
30.0,1930.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",199.2,91.2,3.9,299.7,9.9,B,2100.0,Saint-Quentin
35.0,1700.0,avant 1948,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",147.7,114.8,4.5,272.7,7.7,B,21000.0,Dijon
24.9,1982.0,1978-1982,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",128.6,73.2,3.4,215.7,8.6,B,40480.0,Vieux-Boucau-les-Bains
24.0,1993.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",64.9,90.3,3.2,168.7,7.0,B,85500.0,Les Herbiers
18.0,1989.0,1989-2000,appartement,Électricité,Autres émetteurs à effet joule,97.5,75.8,2.4,183.4,10.2,B,64000.0,Pau
15.9,1947.0,avant 1948,appartement,Gaz naturel,Chaudière gaz standard après 2015,329.3,800.0,2.1,1150.5,72.0,E,86000.0,Poitiers
44.0,1948.0,1948-1974,appartement,Gaz naturel,Chaudière gaz classique avant 1981,4110.2,1483.0,5.7,5635.6,128.0,G,94700.0,Maisons-Alfort
33.0,1961.0,1948-1974,appartement,Gaz naturel,Chaudière gaz basse température 2001-2015,1055.3,407.8,1.3,1369.2,41.4,D,13140.0,Miramas
79.0,1985.0,1983-1988,appartement,Gaz naturel,Chaudière gaz standard 1991-2000,1160.9,439.5,10.3,1580.0,20.0,C,83130.0,La Garde
80.0,1948.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",12.5,1.9,0.1,800.0,10.0,B,50210.0,Saint-Denis-le-Vêtu
24.7,1947.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",274.9,78.2,3.2,365.9,14.0,C,77300.0,Fontainebleau
34.9,1900.0,avant 1948,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",119.3,90.0,4.6,228.6,6.5,A,30000.0,Nîmes
33.5,1947.0,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,133.5,106.7,4.4,244.6,7.0,B,94700.0,Maisons-Alfort
45.8,1900.0,avant 1948,appartement,Électricité,PAC géothermique installée entre 2008 et 2014,431.4,556.8,5.9,1005.5,21.9,C,25000.0,Besançon
58.0,2006.0,2006-2012,appartement,Électricité,Radiateur électrique à accumulation,269.9,130.6,7.4,426.5,7.0,B,69800.0,Saint-Priest
90.0,,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,2208.0,391.2,11.5,2659.3,29.0,C,42300.0,Villerest
63.5,1947.0,avant 1948,maison,Bois – Bûches,Poêle bûche installé à partir de 2005 sans label flamme verte,966.7,114.6,8.2,1089.5,17.0,C,23320.0,Bussière-Dunoise
37.0,1997.0,1989-2000,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",201.2,0.0,4.8,221.7,5.9,A,6800.0,Cagnes-sur-Mer
43.2,,avant 1948,appartement,Électricité,Radiateur électrique à accumulation,109.8,100.9,5.9,224.5,5.0,A,47300.0,Villeneuve-sur-Lot
138.8,1970.0,1948-1974,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",1641.2,138.0,17.8,1825.0,13.0,C,69130.0,Écully
29.3,1947.0,avant 1948,maison,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",280.7,68.3,4.0,389.4,13.0,C,84100.0,Orange
233.4,,1989-2000,maison,Fioul domestique,Chaudière fioul à condensation après 2015,5664.9,43.6,30.4,5792.4,24.0,C,35370.0,Argentré-du-Plessis
18.0,,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",34.3,72.1,2.3,115.8,6.0,A,95800.0,Cergy
101.2,1999.0,1989-2000,maison,Électricité,"Convecteur électrique NFC, NF** et NF***",721.6,153.6,13.2,924.8,9.0,B,91930.0,Monnerville
75.3,1968.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,4130.2,166.0,9.7,4317.0,57.2,E,47360.0,Saint-Sardos
60.8,,1983-1988,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",214.8,110.1,8.3,359.1,5.0,A,33700.0,Mérignac
42.7,1970.0,1948-1974,appartement,Gaz naturel,Chaudière gaz standard 2001-2015,15.3,3.2,0.1,2289.3,53.6,E,63100.0,Clermont-Ferrand
85.1,,avant 1948,maison,Électricité,Radiateur électrique à accumulation,1047.6,119.9,10.9,1214.8,14.0,C,38890.0,Saint-Chef
19.9,2008.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",37.4,72.0,2.6,124.2,6.0,A,31400.0,Toulouse
17.6,2006.0,2006-2012,appartement,Électricité,"Panneau rayonnant électrique NFC, NF** et NF***",42.8,166.3,2.3,218.3,12.0,B,69007.0,Lyon
77.0,1900.0,avant 1948,maison,Bois – Bûches,Autres émetteurs à effet joule,687.7,125.8,10.5,823.9,10.6,B,33240.0,Cubzac-les-Ponts
219.1,,avant 1948,maison,Gaz naturel,Chaudière gaz à condensation après 2015,6527.3,240.9,28.6,6825.5,31.0,D,27430.0,Saint-Pierre-du-Vauvray
36.9,1958.0,1948-1974,appartement,Gaz naturel,Chaudière gaz à condensation 2001-2015,2596.9,362.4,4.8,80.8,80.7,F,92130.0,Issy-les-Moulineaux
43.5,2007.0,2006-2012,appartement,Électricité,"Convecteur électrique NFC, NF** et NF***",196.9,98.7,5.9,318.4,7.0,B,84130.0,Le Pontet
22.9,1989.0,1989-2000,appartement,Électricité,PAC air/eau installée après 2017,23.2,13.8,3.0,58.2,2.0,A,78350.0,Jouy-en-Josas
